accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE275325,FUS controls muscle differentiation and structure through LLPS mediated recruitment of MEF2 and ETV5 [RNA-Seq],Mus musculus,7,2025/08/20,False,Expression profiling by high throughput sequencing,"fus, a major rna binding protein with prominent roles in transcription and splicing, is mutated in agressive forms of amyotrophic lateral sclerosis (als), a neurodegenerative disease characterized by muscle weakness and motor neuron degeneration. we show here that als-associated fus mutations lead to ultrastructural defects in muscle biopsies of als-fus patients, in particular in sarcomeres and mitochondria, that are recapitulated in ipsc-derived myocytes. studies in mouse and drosophila models demonstrate an evolutionary-conserved cell autonomous function of fus in muscle development. mechanistically, fus is required for transcription of mef2 dependent pathways and directly binds to the promoter of a subset of genes with binding sites for pea3 family ets transcription factors, in particular etv5. we further show that fus co-activates transcription of mef2 dependent genes with etv5. importantly, fus phase separates with etv5 and mef2a, and mef2a binding to fus is potentiated by etv5. last, etv5 haploinsufficiency exacerbates muscle weakness in a knock-in model of als-fus. thus, fus is required for muscle structure through its phase separation-dependent recruitment of etv5 and mef2, and this pathway is compromised in als-fus.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE277085,Transcriptome-based screening in TARDBP/TDP-43 knock-in motor neurons identifies the NEDD8-activating enzyme inhibitor MLN4924 [miRNA-Seq],Homo sapiens,15,2025/08/13,True,Non-coding RNA profiling by high throughput sequencing,"a growing body of knowledge implicates perturbed rna homeostasis in amyotrophic lateral sclerosis (als), a neurodegenerative disease that currently has no cure and few available treatments. dysregulation of the multifunctional rna-binding protein tdp-43 is increasingly regarded as a convergent feature of this disease, evidenced at the neuropathological level by the detection of tdp-43 pathology in most patient tissues, and at the genetic level by the identification of disease-associated mutations in its coding gene tardbp. to characterize the transcriptional landscape induced by tardbp mutations, we performed whole-transcriptome profiling of motor neurons differentiated from two knock-in ipsc lines expressing the als-linked tdp-43 variants p.a382t or p.g348c. our results show that the tardbp mutations significantly altered the expression profiles of mrnas and micrornas of the 14q32 cluster in mns. using mutation-induced gene signatures and the connectivity map database, we identified compounds predicted to restore gene expression toward wild-type levels. among top-scoring compounds selected for further investigation, the nedd8-activating enzyme inhibitor mln4924 effectively improved cell viability and neuronal activity, highlighting a possible role for protein post-translational modification via neddylation in the pathobiology of tdp-43 in als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE277084,Transcriptome-based screening in TARDBP/TDP-43 knock-in motor neurons identifies the NEDD8-activating enzyme inhibitor MLN4924 [RNA-Seq],Homo sapiens,15,2025/08/13,True,Expression profiling by high throughput sequencing,"a growing body of knowledge implicates perturbed rna homeostasis in amyotrophic lateral sclerosis (als), a neurodegenerative disease that currently has no cure and few available treatments. dysregulation of the multifunctional rna-binding protein tdp-43 is increasingly regarded as a convergent feature of this disease, evidenced at the neuropathological level by the detection of tdp-43 pathology in most patient tissues, and at the genetic level by the identification of disease-associated mutations in its coding gene tardbp. to characterize the transcriptional landscape induced by tardbp mutations, we performed whole-transcriptome profiling of motor neurons differentiated from two knock-in ipsc lines expressing the als-linked tdp-43 variants p.a382t or p.g348c. our results show that the tardbp mutations significantly altered the expression profiles of mrnas and micrornas of the 14q32 cluster in mns. using mutation-induced gene signatures and the connectivity map database, we identified compounds predicted to restore gene expression toward wild-type levels. among top-scoring compounds selected for further investigation, the nedd8-activating enzyme inhibitor mln4924 effectively improved cell viability and neuronal activity, highlighting a possible role for protein post-translational modification via neddylation in the pathobiology of tdp-43 in als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE298456,Innervation and cargo-specific axonal transport impairments in FUS-ALS mice with gain and loss of function [RNA-seq],Mus musculus,27,2025/05/29,False,Expression profiling by high throughput sequencing,"mutations in the rna-binding protein fus cause aggressive, early-onset forms of amyotrophic lateral sclerosis (als), leading to the progressive degeneration of the neuromuscular system. these mutations drive nuclear depletion and cytoplasmic mislocalisation of fus, resulting in both loss and gain of function. we investigated these mechanisms and their impact on key pathophysiological processes in vivo, using a novel fus-als mouse model. adult mice presented widespread transcriptomic alterations consistent with nuclear loss of function, while translatome analysis revealed specific deficits associated with aberrant fus-dependent cytoplasmic partitioning and gain of function. mutant fus expression selectively impaired neuromuscular junction (nmj) innervation in fus-als females. however, nmj reinnervation following sciatic nerve crush was equally perturbed in homozygous mutants of both sexes, indicating impaired regeneration and damage responses. additionally, we observed cargo-specific alterations in axonal transport, a process critical for neuronal function and maintenance; in vivo mitochondrial transport was impaired in homozygous fus-als mice, whereas the retrograde transport of signalling endosomes was again only affected in mutant females, strengthening the link between endosomal transport impairment and nmj denervation in als. altogether, our findings establish fus-als homozygous mice as a valuable model for investigating early cellular impairments driving als pathology, and identify broader and sex-dependent motor neuron dysfunction in fus-als pathogenesis.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE297158,RNA-seq of control and TIA1-knockdown HMC3 cells,Homo sapiens,6,2025/05/24,False,Expression profiling by high throughput sequencing,"the study aims to utilize rna-seq to characterize the transcriptomic alterations in tia1-knockdown hmc3 cells compared to control cells, with the goal of identifying differentially expressed genes and elucidating the molecular pathways and biological processes regulated by tia1, a key rna-binding protein. by profiling gene expression changes following tia1 depletion, the research seeks to uncover how this protein influences cellular functions in hmc3 cells, a model of human microglia critical for central nervous system immunity and homeostasis. given the established role of tia1 in mrna metabolism and its links to neurodegenerative disorders like amyotrophic lateral sclerosis (als) and frontotemporal dementia (ftd), this study holds relevance for understanding microglial gene regulatory mechanisms disrupted in disease contexts. identifying tia1-dependent transcriptomic signatures in hmc3 cells can provide insights into the functional consequences of tia1 dysfunction in microglia, potentially revealing novel therapeutic targets or biomarkers for neurological diseases while advancing our understanding of rna-mediated regulatory networks in immune cells of the brain.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE291052,Characterization of human healthy i3 lower motor neurons exposed to CSF from ALS patients stratified by UNC13A and C9ORF72 genotype,Homo sapiens,28,2025/04/18,True,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) is a fatal neurodegenerative disease affecting upper and lower motor neurons. neurodegeneration in als might be driven by proteotoxicity or neuroinflammation, which have also been proposed to be promoted by toxic components of the cerebrospinal fluid (csf). we investigated the possible toxicity of als csf on healthy induced pluripotent stem cells (ipsc)-derived integrated, inducible, and isogenic lower motor neurons (i3lmns). csfs were obtained from als patients homozygous for the risk unc13a rs12608932 single nucleotide polymorphism (cc) and for the corresponding major allele (aa), als patients with c9orf72 hexanucleotide repeat expansion, and individuals affected by normal pressure hydrocephalus (nph), a non-degenerative condition, as controls (nd). chronic sodium arsenite (ars) treatment was used as positive control of oxidative stress. we found that 10 % als csf treatment for 48 h was not sufficient to induce significant alterations in viability, autophagic flux, axonal degeneration, dna damage, and golgi apparatus integrity in healthy i3lmns, in contrast to ars treatment. only unc13a cc csf significantly increased protein aggregation and golgi apparatus fragments dimension. rna-sequencing revealed that all als and nd csfs induced expression changes of few genes, while chronic ars deregulated the expression of thousands of genes, mostly involved in inflammation and synapse biology. in this work, we demonstrated that in our experimental settings only unc13a cc csf induced some als-associated pathological features in healthy i3lmns. further studies will be required to elucidate the mechanistic link between the risk unc13a genotype and csf composition and toxicity.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE291695,CREB3 gain of functions variants protect against ALS,Mus musculus,57,2025/04/02,True,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) is a fatal and rapidly evolving neurodegenerative disease arising from the loss of glutamatergic corticospinal neurons (csn) and cholinergic motoneurons (mn). here, we performed comparative cross-species transcriptomics of csn using published snrna-seq data from the motor cortex of als and control postmortem tissues, and performed longitudinal single cell rna-seq data on male sod1g86r mice. we report that csn undergo er stress and altered mrna translation, and identify the transcription factor creb3 and its regulatory network as a resilience marker of als, not only amongst vulnerable neuronal populations, but across all neuronal populations as well as other cell types. using genetic and epidemiologic analyses we further identify the rare variant creb3r119g (rs11538707) as a positive disease modifier in als. through gain of function, creb3r119g decreases the risk of developing als and the motor progression rate of als patients.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE290441,Rapid and Inducible Mislocalization of Endogenous TDP43 in a Novel Human Model of Amyotrophic Lateral Sclerosis [Nanopore],Homo sapiens,8,2025/03/07,True,Expression profiling by high throughput sequencing,"in this study, we describe the development of a new model of tdp43 proteinopathy using human induced pluripotent stem cell (ipsc)-derived neurons. utilizing a genome engineering approach, we induced the mislocalization of endogenous tdp43 from the nucleus to the cytoplasm without mutating the tdp43 gene or using chemical stressors",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE290436,Rapid and Inducible Mislocalization of Endogenous TDP43 in a Novel Human Model of Amyotrophic Lateral Sclerosis [RNA-seq],Homo sapiens,14,2025/03/07,True,Expression profiling by high throughput sequencing,"in this study, we describe the development of a new model of tdp43 proteinopathy using human induced pluripotent stem cell (ipsc)-derived neurons. utilizing a genome engineering approach, we induced the mislocalization of endogenous tdp43 from the nucleus to the cytoplasm without mutating the tdp43 gene or using chemical stressors",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE244263,Single-cell RNA-seq data of human PBMC from amyotrophic lateral sclerosis patients,Homo sapiens,40,2025/01/02,True,Expression profiling by high throughput sequencing,"importance: amyotrophic lateral sclerosis demonstrated changes in peripheral immune cells and proteins. however, the relationship between comprehensive immune profiles and clinical progression remained unclear. objective: to identify the immune cells and proteins related to amyotrophic lateral sclerosis progression rate. design: this case-control study enrolled healthy volunteers and patients with amyotrophic lateral sclerosis from march 29, 2021, to october 31, 2022. setting: tokushima university hospital and takeda pharmaceutical company limited in japan. participants: this study screened 46 subjects to enroll 30 patients with amyotrophic lateral sclerosis within 2 years from onset and 10 healthy volunteers. patients with rapid and non-rapid amyotrophic lateral sclerosis were those with revised amyotrophic lateral sclerosis functional rating scale decreases of ≥1.0/month and <1.0/month, respectively. exposure(s): peripheral blood samples were collected. main outcome(s) and measure(s): the progression rate as assessed with the revised amyotrophic lateral sclerosis functional rating scale decrease/month and the immune cell and protein profiles via single-cell rna sequencing and immunoproteomics. results: samples of 7 (mean [standard deviation] age: 69.8 [14.4] years; male, 3) and 23 (60.7 [10.8] years; male, 17) patients with rapid and non-rapid amyotrophic lateral sclerosis, respectively, and 10 healthy volunteers (63.6 [10.2] years; male, 7) were analyzed. the ratios of t helper 17/regulatory t cells, mature/naïve cd8 t cells, and mature/naïve natural killer cells were significantly higher in rapid than in non-rapid amyotrophic lateral sclerosis. the ratio of t helper 17/regulatory t cells was significantly correlated with the progression rate. the immunoproteomics identified killer cell lectin-like receptor d1, trefoil factor 2, keratin 19, interleukin-17a, yth n6-methyladenosine rna binding protein f3, and neutrophil cytosolic factor 2 as significantly elevated in rapid amyotrophic lateral sclerosis. cell type frequency and protein expression, such as t helper 17 cell–interleukin-17a and mature cd8 t cell–killer cell lectin-like receptor d1, were significantly correlated. conclusions and relevance: the progression rate was related to the increase of t helper 17 cells versus regulatory t cells and titers of t helper 17 cell- and cd8 t cell-related immunoproteins in patients with amyotrophic lateral sclerosis. these results provide promising biomarkers and targets for amyotrophic lateral sclerosis disease-modifying therapies.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE271039,Effect of Amd1 inhibition on C2C12 mouse myotubes in culture after 72h treatment,Mus musculus,6,2025/01/01,True,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) is a fatal neurodegenerative disease characterized by progressive paralysis due to primary and secondary degeneration of motor neurons. in spite of extensive biomedical research, no curative therapy has yet been established. one of the primary targets of als is skeletal muscle, which undergoes profound functional changes as the disease progresses. to better understand how altered innervation interferes with muscle homeostasis during disease progression, we generated the first spatial transcriptomics dataset of skeletal muscle in the sod1g93a mouse model of als. using this strategy, we identified polyamine (pa) metabolism as one of the main altered pathways in affected muscle fibers. by establishing a correlation between the vulnerability of muscle fibers and the dysregulation of this metabolic pathway, we show that disrupting polyamine homeostasis causes impairments similar to those seen in als muscle. finally, we show that restoration of pa homeostasis rescues the muscle phenotype in sod1g93a mice, opening new perspectives for the treatment of als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE254208,Inhibition of RNA splicing triggers CHMP7 nuclear entry impacting TDP-43 function and leading to onset of ALS (RNA-Seq).,Homo sapiens,4,2024/11/01,False,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) has been linked to nucleoporin loss in patient neurons. in the escrt-iii pathway, chmp7 protein accumulation in the nucleus triggers als by damaging nuclear pores and disrupting cellular transport. genes controlling chmp7's nuclear presence remain unidentified. our craft-id analysis revealed that rna binding proteins involved in assembling small nuclear ribonucleoprotein particles control chmp7 nuclear localization. this regulation ultimately impacts splicing processes and can lead to pore injury. using ip-ms, we discovered that chmp7 interacts with the survival of motor neuron (smn) complex (smd1-3, gemins), mediated by u1 snrnp and direct interactions between chmp7. reducing expression of the core smn complex component smd1 was observed in als ipsc- motor neurons (mns), affecting chmp7 localization. however, restoring its levels can rescue the cytoplasmic localization of chmp7 in sals ipsc-mns. our discoveries hint at an early als pathway involving smn core complex dysregulation, influencing disease onset.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE276214,Compartment-specific transcriptome of motor neurons reveals impaired extracellular matrix signaling and activated cell cycle kinases in FUS-ALS,Homo sapiens,12,2024/09/10,True,Expression profiling by high throughput sequencing,"mutations in the gene fused-in-sarcoma (fus) have been implicated in the motor neuron disease amyotrophic lateral sclerosis (als). however, it is poorly understood how these gene mutations lead to selective motor neuron (mn) degeneration and if there are common pathomechanisms across disease etiology. to address the biological impact of the fus-p525l mutation on the transcriptome of neurons, we applied rna-sequencing (rna-seq) method, using microfluidic chambers, to generate axonal as well as soma compartment specific profiles from isogenic induced pluripotent stem cells (ipscs)-derived motor neurons. we demonstrate high purity of axonal and soma fractions, and further show that the axonal transcriptome is very specific from somas with fewer number of transcripts. notably, functional enrichment analysis revealed a unique and distinct transcriptional landscape in both axonal and soma compartments including specific transcript types, most of which were required for rna metabolism and dna damage/cell cycle related processes, that were likely altered by fus mutation. among altered transcripts, we identified robust upregulation of polo-like kinase 1 (plk1), a master regulator of cell cycle-related events, in fus-p525l mutant mns and confirmed that inhibition of plk1 increases late apoptotic or necrosis-induced neuronal cell death in mutant neurons compared to healthy controls. taken together, our findings provide insights into compartment-specific transcriptomics in fus-als neuronal model and we propose that plk1 activation is a consequence of mn-specific upregulation, possibly contributing to the dna-damage response and other associated pathways including cell cycle and cytoskeleton machinery.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE260913,Targeting EGLN2/PHD1 protects motor neurons and normalizes the astrocytic interferon response.,Homo sapiens,18,2024/09/05,True,Expression profiling by high throughput sequencing,"the egl-9 family hypoxia-inducible factor (egln) enzymes, also known as prolyl hydroxylase domain (phd) enzymes, are metabolic sensors regulating inflammatory responses and cellular metabolism. both neuroinflammation and dysregulated energy metabolism are linked to motor neuron degeneration leading to amyotrophic lateral sclerosis (als) and correlate with disease progression. therefore, the aim of this study was to explore the role of egln2 in als. using a genetic and an oligonucleotide-based approach, we showed that downregulation of egln2 protects motor neurons and mitigates the als-like phenotypes in a mouse and a zebrafish model of als. single-nuclei rna sequencing of murine spinal cord revealed that loss of egln2 induced an astrocyte-specific downregulation of pro-inflammatory interferon-stimulated genes. in addition, we found that genetic deletion of egln2 restored the disturbed interferon response in ipsc-derived astrocytes from an als patient, confirming the novel link between egln2 and astrocytic interferon signaling. in conclusion, we identified egln2 as a potential novel als therapeutic target normalizing the astrocytic interferon-dependent inflammatory axis in vivo as well as in patient-derived cells.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE272827,Activation of polo-like kinase 1 correlates with selective motor neuron vulnerability in familial ALS,Homo sapiens,12,2024/08/27,True,Expression profiling by high throughput sequencing,"mutations in the fused in sarcoma (fus) gene cause familial amyotrophic lateral sclerosis (als), characterized by selective degeneration of spinal motor neurons (smns) with relative sparing of cortical neurons (cns). the mechanisms underlying this cell-type vulnerability remain unclear. here, we compare cns and smns derived from fus-als models to assess differential responses to fus mutations. we find that cns are less affected than smns in dna damage repair, axonal organelle trafficking, and stress granule dynamics. rna sequencing (rna-seq) reveals distinct transcriptomic signatures, with smns uniquely activating dna damage responses involving cell cycle regulators, particularly polo-like kinase 1 (plk1). plk1 is highly expressed in smns but not cns, correlating with greater nuclear fus loss and splicing defects in smns. cross-comparison with other familial als rna-seq datasets highlights plk1 upregulation as a shared molecular feature. these findings identify intrinsic differences between cns and smns in fus-als and suggest plk1 as a potential driver of smn vulnerability.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE263117,Effect of low-intensity pulsed ultrasound modulates disease progression in the SOD1G93A mouse model of amyotrophic lateral sclerosis,Mus musculus,6,2024/07/30,False,Expression profiling by high throughput sequencing,the lipus treatment in the oxidation-reduction process and inflammatory response of sodg93a mouse.,amyotrophic lateral sclerosis AND control AND RNA-seq
GSE271156,ALS molecular subtypes are a combination of cellular and pathological features learned by deep multiomics classifiers (snRNA-seq),Homo sapiens,6,2024/07/19,True,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) is a complex syndrome with multiple genetic causes and wide variation in disease presentation. despite this general heterogeneity, several common factors have been identified. for example, nearly all patients show pathological accumulations of phosphorylated tdp-43 protein in affected regions of the motor cortex and spinal cord. moreover, large patient cohort studies have revealed that most patient samples can be grouped into a small number of als subtypes, as defined by their transcriptomic profiles. these als molecular subtypes can be grouped by whether postmortem motor cortex samples display signatures of: mitochondrial dysfunction and oxidative stress (als-ox), microglial activation and neuroinflammation (als-glia), or dense tdp-43 pathology and associated transposable element de-silencing (als-te). in this study, we have built a deep layer als neural network classifier (dancer) that has learned to accurately assign patient samples to these als subtypes, and which can be run on either bulk or single-cell datasets. upon applying this classifier to an expanded als patient cohort from the nygc als consortium, we show that als molecular subtypes are robust across clinical centers, with no new subtypes appearing in a cohort that has quadrupled in size. signatures from two of these molecular subtypes strongly correlate with disease duration: als-te signatures in cortex and als-glia signatures in spinal cord, revealing molecular correlates of clinical features. finally, we use single nucleus rna sequencing to reveal the cell type-specific contributions to als subtype, as determined by our single-cell classifier (scdancer). single-cell transcriptomes reveal that als molecular subtypes are recapitulated in neurons and glia, with both als-wide shared alterations in each cell type as well as als subtype-specific alterations. in summary, als molecular subtypes: (1) are robust across large cohorts of sporadic and familial als patient samples, (2) represent a combination of cellular, genetic, and pathological features, and (3) correlate with clinical features of als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE268371,"Precise RNA knockdown of smn1,or tardbp and tarbpl by CRISPR-QKD and transcription activation of lin28a and sox9b by CRISPR-Qa in zebrafish",Danio rerio,24,2024/06/25,False,Expression profiling by high throughput sequencing,"crispr-cas systems have revolutionized gene regulation technologies in various organisms, including zebrafish. however, most zebrafish studies rely on transient injections of crispr components, with limited use of transgenic models, primarily for cas9-mediated knockouts. this is largely due to challenges in achieving sustained and effective expression of cas effectors. to address these challenges, we introduce the crispr-q system, which integrates the qfvpr/quas binary expression system with crispr-cas effectors. this approach overcomes limitations associated with transient mrna or protein delivery and circumvents the toxicity and silencing issues typical of other binary systems, such as gal4/uas. the crispr-q system enables robust expression of casrx or dcas9vpr, facilitating efficient transcript knockdown (crispr-qkd) and gene activation (crispr-qa). using this system, we successfully achieved significant knockdown of smn1 and the simultaneous knockdown of the paralogs tardbp and tardbpl, modeling phenotypes of spinal muscular atrophy (sma) and amyotrophic lateral sclerosis (als), respectively. furthermore, crispr-qa effectively activated the endogenous genes lin28a and sox9b, demonstrating the system's broad applicability. the crispr-q system represents a significant advancement in zebrafish genetic manipulation, providing a robust and versatile platform for studying gene function and modeling human diseases, with potential extensions to other model organisms",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE232929,Multiomics approach reveal novel insights in FUS driven Juvenile Amyotrophic Lateral Sclerosis: a family quartet analysis,Homo sapiens,10,2024/05/25,True,Expression profiling by high throughput sequencing,we have identified a novel de novo variation in fus gene in a sporadic juvenile als patient. fus is an rna-binding protein actively involved in various aspect of nucleic acid metabolism. we performed rna-seq to identify altered transcriptome in juvenile als.,amyotrophic lateral sclerosis AND control AND RNA-seq
GSE249071,Repurposing niclosamide in mouse models of amyotrophic lateral sclerosis,Mus musculus,14,2024/05/09,True,Expression profiling by high throughput sequencing,"als is a complex neurodegenerative disease influenced by genetic, epigenetic, and environmental factors, resulting in dysfunction in cellular and molecular pathways. the limited efficacy of current treatments highlights the need for combination therapies targeting multiple aspects of the disease. niclosamide, an anthelminthic drug listed as an essential medicine, has been repurposed in clinical trials due to its anti-inflammatory and anti-fibrotic properties. niclosamide can inhibit various molecular pathways (such as stat3 and mtor) that are dysregulated in als, suggesting its potential to disrupt these altered mechanisms associated with the pathology. our recent findings have demonstrated that niclosamide can effectively inhibit inflammatory and fibrotic molecular pathways in als models. we administered niclosamide intraperitoneally to two transgenic murine models, fus and sod1-g93a mice, which replicate key pathologies and biological processes of als. the treatment was initiated at the onset of symptoms, and we assessed the progression of the disease by neurological scores, rotarod and grip tests, as well as monitoring survival. additionally, we examined the effects of the treatment on spinal cord and muscle degeneration in the treated mice. in both models, the administration of niclosamide resulted in a slowdown of disease progression, an increase in survival rates, and an improvement in tissue pathology. this was characterized by a reduction in gliosis, motor neuron loss, muscle atrophy, and inflammatory markers. based on these results, our findings demonstrate that niclosamide can impact multiple pathways involved in als. this multi-targeted approach leads to a slowdown in the progression of the disease, thereby positioning niclosamide as a promising candidate for repurposing in the treatment of als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE242766,M6A reduction relieves FUS-associated ALS granules [RNA-Seq],Homo sapiens,16,2024/05/06,True,Expression profiling by high throughput sequencing,"amyotrophic lateral sclerosis (als) is a progressive neurodegenerative disease due to gradual motorneurons (mn) degeneration1. among the processes associated to als pathogenesis, there is the formation of cytoplasmic inclusions produced by mutant protein aggregation, among which the rna binding protein fus2. in this work we show that such inclusions are significantly reduced in number and dissolve faster when the rna m6a content is diminished as a consequence of the m6a writer mettl3 knock-down. these effects were obtained observed both in neuronal cell lines and in ipsc-derived human motor neurons expressing mutant fus. importantly, stress granules formed in mutant conditionswhen mutant fus is expressed/als condition showed a distinctive transcriptome with respect to control cells; interestingly, after mettl3 downregulation, it reverted to similar to control. finally, we show that fus inclusions are reduced also in patient-derived fibroblasts treated with stm-2457, a well characterized inhibitor of mettl3 activity, paving the way for its possible use for counteracting aggregate formation in als.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE234245,Multiomic Profile Integration Reveals Early Signatures of Amyotrophic Lateral Sclerosis and Suggests the MAPK Pathway as a Therapeutic Target [RNA-Seq],Mus musculus,79,2024/04/22,True,Expression profiling by high throughput sequencing,"the study conducted a multiomic analysis of the prefrontal cortex from 51 sporadic als patients and 50 control subjects, as well as four transgenic mouse models ( c9orf72, sod1, tdp-43 and fus) of als with each 5 males/females and 5 case/control samples. the analysis identified sex-specific differences in early disease mechanisms.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE239419,Reallocation of ribosomes as a disease mechanism of Amyotrophic Lateral Sclerosis,Mus musculus,33,2023/12/06,True,Expression profiling by high throughput sequencing,"the molecular mechanism underlying amyotrophic lateral sclerosis (als) is still largely unclear. the rna binding protein tdp-43 is a major contributor and hallmark of the disease. here, we show that in multiple tdp-43 models of als the alterations of the physiological crosstalk between free rna/granules and polysomes lead to the global reorganisation of translational resources. we exploited in cellulo and in vivo models of tdp-43 proteinopathy and a unique tag-free miniaturised polysomal profiling coupled with rna-seq and biochemical assays with subcellular (i.e. cell body and axon) and compartment (i.e. rna granules and polysomes) resolution. using these models, we identified: i) a widespread axonal- and polysome-specific downregulation of tdp-43 target mrnas, ii) the rewiring of mrnas in granule and polysome compartments, iii) decrease in ribosome kinetics, iv) a robust ribosome engagement with residual mrnas and v) downstream alterations in protein synthesis of tdp-43 non-target mrnas. irrespective of the als model used, we observed a snowball effect in rna metabolism with redistribution of translational resources. based on our results we propose a systems-oriented mechanism of disease pathogenesis, leveraging on the conceptual framework of reallocation of cellular resources.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE196843,Targeted ASO-mediated Atp1a2 knockdown in astrocytes reduces SOD1 aggregation and accelerates disease onset in mutant SOD1 mice,Mus musculus,39,2023/11/30,True,Expression profiling by high throughput sequencing,"astrocyte-specific ion pump α2-na+/k+-atpase plays a critical role in the pathogenesis of amyotrophic lateral sclerosis (als). here, we test the effect of atp1a2 mrna-specific antisense oligonucleotides (asos) to induce α2-na+/k+-atpase knockdown in the widely used als animal model, sod1*g93a mice. two asos led to efficient atp1a2 knockdown and significantly reduced sod1 aggregation in vivo. although atp1a2 aso-treated mice displayed no off-target or systemic toxicity, the aso-treated mice exhibited an accelerated disease onset and shorter lifespan than control mice. transcriptomics studies reveal downregulation of genes involved in oxidative response, metabolic pathways, trans-synaptic signaling, and upregulation of genes involved in glutamate receptor signaling and complement activation, suggesting a potential role for these molecular pathways in de-coupling sod1 aggregation from survival in atp1a2 aso-treated mice. together, these results reveal a role for α2-na+/k+-atpase in sod1 aggregation and highlight the critical effect of temporal modulation of genetically validated therapeutic targets in neurodegenerative diseases.",amyotrophic lateral sclerosis AND control AND RNA-seq
GSE234297,RNA sequencing of peripheral blood in amyotrophic lateral sclerosis reveals distinct molecular subtypes: considerations for biomarker discovery,Homo sapiens,144,2023/10/12,True,Expression profiling by high throughput sequencing,"aim: amyotrophic lateral sclerosis (als) is a heterogeneous neurodegenerative disease with limited therapeutic options. a key factor limiting the development of effective therapeutics is the lack of disease biomarkers. we sought to assess whether biomarkers for diagnosis, prognosis or cohort stratification could be identified by rna sequencing (rna-seq) of als patient peripheral blood. methods: whole blood rna-seq data were generated for 96 australian sporadic als (sals) cases and 48 healthy controls (ncbi geo accession gse234297). differences in sals-control gene expression, transcript usage and predicted leukocyte proportions were assessed, with pathway analysis used to predict the activity state of biological processes. weighted gene co-expression network analysis (wgcna) and machine learning algorithms were applied to search for diagnostic and prognostic gene expression patterns. unsupervised clustering analysis was employed to determine whether sals patient subgroups could be detected. results: 245 differentially expressed genes were identified in sals patients relative to controls, with enrichment of immune, metabolic and stress related pathways. sals patients also demonstrated switches in transcript usage across a small set of genes. we established a classification model that distinguished sals from controls with an accuracy of 78% (sensitivity: 79%, specificity: 75%) using the expression of 20 genes. clustering analysis identified four patient subgroups with gene expression signatures and immune cell proportions reflective of distinct peripheral effects. conclusions: our findings suggest that peripheral blood rna-seq can identify diagnostic biomarkers and distinguish molecular subtypes of sals patients however, its prognostic value requires further investigation.",amyotrophic lateral sclerosis AND control AND RNA-seq
